date,item_name,category,day_of_week,is_holiday,days_to_payday,is_long_weekend,precipitation_mm,temp_max_c,weather_severity_alert,department_meeting_flag,leave_rate_percentage,macro_dietary_period,recurring_meatless_day,nonveg_abstention_index,fasting_population_est,special_menu_flag,cost_per_portion,shortage_penalty,target_demand
2025-11-13,Mudda Pappu,Veg_Mains,3,0,18,0,4.24,28.11,0,0,0.11,None,1,0.2,0.0,0,15,25,0
2025-11-14,Mudda Pappu,Veg_Mains,4,0,17,0,1.92,21.73,0,1,0.08,None,0,0.05,0.0,0,15,25,176
2025-11-15,Mudda Pappu,Veg_Mains,5,0,16,0,5.25,23.11,0,0,0.09,None,1,0.3,0.0,0,15,25,0
2025-11-16,Mudda Pappu,Veg_Mains,6,0,15,0,0.95,24.06,0,1,0.07,None,0,0.02,0.0,0,15,25,193
2025-11-17,Mudda Pappu,Veg_Mains,0,0,14,0,1.23,27.5,0,0,0.08,None,0,0.15,0.0,0,15,25,175
2025-11-18,Mudda Pappu,Veg_Mains,1,0,13,0,1.72,17.14,0,0,0.12,None,1,0.25,0.0,0,15,25,0
2025-11-19,Mudda Pappu,Veg_Mains,2,0,12,0,1.38,17.08,0,0,0.05,None,0,0.05,0.0,0,15,25,160
2025-11-20,Mudda Pappu,Veg_Mains,3,0,11,0,0.16,33.39,0,1,0.09,None,1,0.2,0.0,0,15,25,0
2025-11-21,Mudda Pappu,Veg_Mains,4,1,10,1,1.48,26.35,0,0,0.27,None,0,0.05,0.0,1,15,25,12
2025-11-22,Mudda Pappu,Veg_Mains,5,0,9,0,2.08,21.12,0,0,0.12,None,1,0.3,0.0,0,15,25,0
2025-11-23,Mudda Pappu,Veg_Mains,6,0,8,0,0.38,19.84,0,0,0.04,None,0,0.02,0.0,0,15,25,158
2025-11-24,Mudda Pappu,Veg_Mains,0,0,7,0,3.43,24.39,0,1,0.09,None,0,0.15,0.0,0,15,25,205
2025-11-25,Mudda Pappu,Veg_Mains,1,0,6,0,9.04,24.07,0,0,0.09,None,1,0.25,0.0,0,15,25,0
2025-11-26,Mudda Pappu,Veg_Mains,2,0,5,0,9.87,18.33,0,0,0.07,None,0,0.05,0.0,0,15,25,157
2025-11-27,Mudda Pappu,Veg_Mains,3,0,4,0,5.08,32.32,0,1,0.08,None,1,0.2,0.0,0,15,25,0
2025-11-28,Mudda Pappu,Veg_Mains,4,0,3,0,0.12,23.24,0,1,0.09,None,0,0.05,0.0,0,15,25,169
2025-11-29,Mudda Pappu,Veg_Mains,5,0,2,0,1.42,20.84,0,0,0.11,None,1,0.3,0.0,0,15,25,0
2025-11-30,Mudda Pappu,Veg_Mains,6,0,1,0,0.41,20.47,0,0,0.06,None,0,0.02,0.0,0,15,25,143
2025-12-01,Mudda Pappu,Veg_Mains,0,0,1,0,1.05,26.19,0,0,0.13,None,0,0.15,0.0,0,15,25,148
2025-12-02,Mudda Pappu,Veg_Mains,1,0,0,0,0.68,21.02,0,0,0.12,None,1,0.25,0.0,0,15,25,0
2025-12-03,Mudda Pappu,Veg_Mains,2,0,29,0,2.98,26.89,0,0,0.02,None,0,0.05,0.0,0,15,25,163
2025-12-04,Mudda Pappu,Veg_Mains,3,0,28,0,7.33,19.93,0,1,0.05,None,1,0.2,0.0,0,15,25,0
2025-12-05,Mudda Pappu,Veg_Mains,4,0,27,0,5.09,22.22,0,0,0.11,None,0,0.05,0.0,0,15,25,133
2025-12-06,Mudda Pappu,Veg_Mains,5,0,26,0,0.22,27.36,0,0,0.09,None,1,0.3,0.0,0,15,25,0
2025-12-07,Mudda Pappu,Veg_Mains,6,0,25,0,1.75,27.0,0,0,0.03,None,0,0.02,0.0,0,15,25,159
2025-12-08,Mudda Pappu,Veg_Mains,0,0,24,0,0.09,26.94,0,0,0.11,None,0,0.15,0.0,0,15,25,165
2025-12-09,Mudda Pappu,Veg_Mains,1,0,23,0,1.94,18.78,0,0,0.13,None,1,0.25,0.0,0,15,25,0
2025-12-10,Mudda Pappu,Veg_Mains,2,0,22,0,0.69,24.94,0,0,0.03,None,0,0.05,0.0,0,15,25,184
2025-12-11,Mudda Pappu,Veg_Mains,3,0,21,0,4.62,26.92,0,0,0.14,None,1,0.2,0.0,0,15,25,0
2025-12-12,Mudda Pappu,Veg_Mains,4,0,20,0,0.59,27.01,0,0,0.13,None,0,0.05,0.0,0,15,25,134
2025-12-13,Mudda Pappu,Veg_Mains,5,0,19,0,5.74,26.85,0,0,0.05,None,1,0.3,0.0,0,15,25,0
2025-12-14,Mudda Pappu,Veg_Mains,6,0,18,0,0.8,23.36,0,0,0.09,None,0,0.02,0.0,0,15,25,159
2025-12-15,Mudda Pappu,Veg_Mains,0,0,17,0,2.61,20.03,0,0,0.04,None,0,0.15,0.0,0,15,25,188
2025-12-16,Mudda Pappu,Veg_Mains,1,0,16,0,0.89,21.02,0,0,0.15,None,1,0.25,0.0,0,15,25,0
2025-12-17,Mudda Pappu,Veg_Mains,2,0,15,0,9.6,28.67,0,0,0.1,None,0,0.05,0.0,0,15,25,156
2025-12-18,Mudda Pappu,Veg_Mains,3,0,14,0,2.63,16.08,0,0,0.02,None,1,0.2,0.0,0,15,25,0
2025-12-19,Mudda Pappu,Veg_Mains,4,1,13,1,1.29,16.48,0,0,0.17,None,0,0.05,0.0,1,15,25,13
2025-12-20,Mudda Pappu,Veg_Mains,5,0,12,0,0.78,22.18,0,1,0.06,None,1,0.3,0.0,0,15,25,0
2025-12-21,Mudda Pappu,Veg_Mains,6,0,11,0,9.77,23.74,0,0,0.1,None,0,0.02,0.0,0,15,25,147
2025-12-22,Mudda Pappu,Veg_Mains,0,0,10,0,0.59,27.49,0,1,0.04,None,0,0.15,0.0,0,15,25,233
2025-12-23,Mudda Pappu,Veg_Mains,1,0,9,0,8.7,26.51,0,0,0.14,None,1,0.25,0.0,0,15,25,0
2025-12-24,Mudda Pappu,Veg_Mains,2,0,8,0,16.28,26.94,0,0,0.08,None,0,0.05,0.0,0,15,25,157
2025-12-25,Mudda Pappu,Veg_Mains,3,0,7,0,0.27,24.62,0,0,0.1,None,1,0.2,0.0,0,15,25,0
2025-12-26,Mudda Pappu,Veg_Mains,4,0,6,0,0.29,18.71,0,0,0.13,None,0,0.05,0.0,0,15,25,130
2025-12-27,Mudda Pappu,Veg_Mains,5,0,5,0,1.66,25.84,0,0,0.06,None,1,0.3,0.0,0,15,25,0
2025-12-28,Mudda Pappu,Veg_Mains,6,0,4,0,1.15,28.74,0,0,0.14,None,0,0.02,0.0,0,15,25,144
2025-12-29,Mudda Pappu,Veg_Mains,0,0,3,0,2.31,23.98,0,0,0.08,None,0,0.15,0.0,0,15,25,183
2025-12-30,Mudda Pappu,Veg_Mains,1,0,2,0,2.34,23.63,0,0,0.04,None,1,0.25,0.0,0,15,25,0
2025-12-31,Mudda Pappu,Veg_Mains,2,0,1,0,4.89,20.74,0,0,0.12,None,0,0.05,0.0,0,15,25,141
2026-01-01,Mudda Pappu,Veg_Mains,3,0,1,0,1.56,23.12,0,0,0.12,None,1,0.2,0.0,0,15,25,0
2026-01-02,Mudda Pappu,Veg_Mains,4,0,0,0,1.99,27.96,0,0,0.14,None,0,0.05,0.0,0,15,25,130
2026-01-03,Mudda Pappu,Veg_Mains,5,0,29,0,1.01,27.64,0,0,0.11,None,1,0.3,0.0,0,15,25,0
2026-01-04,Mudda Pappu,Veg_Mains,6,0,28,0,6.49,24.21,0,0,0.13,None,0,0.02,0.0,0,15,25,159
2026-01-05,Mudda Pappu,Veg_Mains,0,0,27,0,1.55,25.96,0,0,0.09,None,0,0.15,0.0,0,15,25,155
2026-01-06,Mudda Pappu,Veg_Mains,1,0,26,0,5.92,24.33,0,0,0.11,None,1,0.25,0.0,0,15,25,0
2026-01-07,Mudda Pappu,Veg_Mains,2,0,25,0,14.96,28.97,0,0,0.05,None,0,0.05,0.0,0,15,25,153
2026-01-08,Mudda Pappu,Veg_Mains,3,0,24,0,3.36,27.83,0,0,0.02,None,1,0.2,0.0,0,15,25,0
2026-01-09,Mudda Pappu,Veg_Mains,4,0,23,0,2.8,29.67,0,0,0.06,None,0,0.05,0.0,0,15,25,136
2026-01-10,Mudda Pappu,Veg_Mains,5,0,22,0,3.8,17.96,0,0,0.05,None,1,0.3,0.0,0,15,25,0
2026-01-11,Mudda Pappu,Veg_Mains,6,0,21,0,0.51,15.7,0,1,0.08,None,0,0.02,0.0,0,15,25,216
2026-01-12,Mudda Pappu,Veg_Mains,0,0,20,0,0.87,27.01,0,1,0.14,None,0,0.15,0.0,0,15,25,188
2026-01-13,Mudda Pappu,Veg_Mains,1,0,19,0,0.03,32.3,0,1,0.04,None,1,0.25,0.0,0,15,25,0
2026-01-14,Mudda Pappu,Veg_Mains,2,0,18,0,0.76,23.8,0,0,0.05,None,0,0.05,0.0,0,15,25,162
2026-01-15,Mudda Pappu,Veg_Mains,3,0,17,0,1.91,27.96,0,1,0.06,None,1,0.2,0.0,0,15,25,0
2026-01-16,Mudda Pappu,Veg_Mains,4,0,16,0,0.21,25.12,0,0,0.12,None,0,0.05,0.0,0,15,25,144
2026-01-17,Mudda Pappu,Veg_Mains,5,0,15,0,2.24,27.81,0,0,0.06,None,1,0.3,0.0,0,15,25,0
2026-01-18,Mudda Pappu,Veg_Mains,6,0,14,0,1.55,22.59,0,0,0.04,None,0,0.02,0.0,0,15,25,169
2026-01-19,Mudda Pappu,Veg_Mains,0,1,13,1,1.49,31.77,0,0,0.21,None,0,0.15,0.0,1,15,25,14
2026-01-20,Mudda Pappu,Veg_Mains,1,0,12,0,0.4,25.92,0,0,0.05,None,1,0.25,0.0,0,15,25,0
2026-01-21,Mudda Pappu,Veg_Mains,2,0,11,0,0.06,22.44,0,0,0.09,None,0,0.05,0.0,0,15,25,157
2026-01-22,Mudda Pappu,Veg_Mains,3,0,10,0,2.44,22.16,0,0,0.14,None,1,0.2,0.0,0,15,25,0
2026-01-23,Mudda Pappu,Veg_Mains,4,0,9,0,1.11,28.19,0,0,0.08,None,0,0.05,0.0,0,15,25,145
2026-01-24,Mudda Pappu,Veg_Mains,5,0,8,0,0.45,26.21,0,0,0.08,None,1,0.3,0.0,0,15,25,0
2026-01-25,Mudda Pappu,Veg_Mains,6,0,7,0,1.97,24.44,0,1,0.11,None,0,0.02,0.0,0,15,25,179
2026-01-26,Mudda Pappu,Veg_Mains,0,0,6,0,3.19,23.75,0,0,0.1,None,0,0.15,0.0,0,15,25,167
2026-01-27,Mudda Pappu,Veg_Mains,1,0,5,0,1.49,19.67,0,0,0.06,None,1,0.25,0.0,0,15,25,0
2026-01-28,Mudda Pappu,Veg_Mains,2,0,4,0,2.1,28.08,0,0,0.09,None,0,0.05,0.0,0,15,25,163
2026-01-29,Mudda Pappu,Veg_Mains,3,0,3,0,1.73,23.08,0,0,0.08,None,1,0.2,0.0,0,15,25,0
2026-01-30,Mudda Pappu,Veg_Mains,4,0,2,0,2.11,22.23,0,1,0.13,None,0,0.05,0.0,0,15,25,179
2026-01-31,Mudda Pappu,Veg_Mains,5,0,1,0,7.47,26.57,0,0,0.14,None,1,0.3,0.0,0,15,25,0
2026-02-01,Mudda Pappu,Veg_Mains,6,0,28,0,0.1,28.98,0,0,0.11,None,0,0.02,0.0,0,15,25,159
2026-02-02,Mudda Pappu,Veg_Mains,0,0,27,0,11.81,23.88,0,0,0.06,None,0,0.15,0.0,0,15,25,181
2026-02-03,Mudda Pappu,Veg_Mains,1,0,26,0,4.55,27.37,0,0,0.1,None,1,0.25,0.0,0,15,25,0
2026-02-04,Mudda Pappu,Veg_Mains,2,0,25,0,0.26,26.3,0,0,0.09,None,0,0.05,0.0,0,15,25,167
2026-02-05,Mudda Pappu,Veg_Mains,3,0,24,0,0.51,23.28,0,0,0.1,None,1,0.2,0.0,0,15,25,0
2026-02-06,Mudda Pappu,Veg_Mains,4,0,23,0,2.82,22.21,0,1,0.07,None,0,0.05,0.0,0,15,25,158
2026-02-07,Mudda Pappu,Veg_Mains,5,0,22,0,1.08,23.79,0,1,0.12,None,1,0.3,0.0,0,15,25,0
2026-02-08,Mudda Pappu,Veg_Mains,6,0,21,0,2.82,19.53,0,1,0.05,None,0,0.02,0.0,0,15,25,193
2026-02-09,Mudda Pappu,Veg_Mains,0,0,20,0,2.54,31.92,0,0,0.04,None,0,0.15,0.0,0,15,25,183
2026-02-10,Mudda Pappu,Veg_Mains,1,0,19,0,3.1,27.45,0,0,0.12,None,1,0.25,0.0,0,15,25,0
2026-02-11,Mudda Pappu,Veg_Mains,2,0,18,0,1.42,18.95,0,0,0.06,None,0,0.05,0.0,0,15,25,161
2026-02-12,Mudda Pappu,Veg_Mains,3,1,17,0,0.34,32.08,0,0,0.1,None,1,0.2,0.0,1,15,25,0
2026-02-13,Mudda Pappu,Veg_Mains,4,0,16,0,1.01,35.89,0,0,0.03,None,0,0.05,0.0,0,15,25,152
2026-02-14,Mudda Pappu,Veg_Mains,5,0,15,0,2.19,29.39,0,0,0.15,None,1,0.3,0.0,0,15,25,0
2026-02-15,Mudda Pappu,Veg_Mains,6,0,14,0,1.82,22.73,0,1,0.12,None,0,0.02,0.0,0,15,25,177
2026-02-16,Mudda Pappu,Veg_Mains,0,0,13,0,1.52,27.32,0,0,0.13,None,0,0.15,0.0,0,15,25,167
2026-02-17,Mudda Pappu,Veg_Mains,1,1,12,0,5.88,22.14,0,0,0.14,Ramadan,1,0.25,0.15,1,15,25,0
2026-02-18,Mudda Pappu,Veg_Mains,2,0,11,0,0.88,15.09,0,0,0.02,Ramadan,0,0.05,0.15,0,15,25,128
2026-02-19,Mudda Pappu,Veg_Mains,3,0,10,0,3.85,27.81,0,0,0.06,Ramadan,1,0.2,0.15,0,15,25,0
2026-02-20,Mudda Pappu,Veg_Mains,4,0,9,0,1.53,20.25,0,0,0.08,Ramadan,0,0.05,0.15,0,15,25,134
2026-02-21,Mudda Pappu,Veg_Mains,5,0,8,0,8.27,27.75,0,0,0.09,Ramadan,1,0.3,0.15,0,15,25,0
2026-02-22,Mudda Pappu,Veg_Mains,6,0,7,0,0.76,23.22,0,0,0.14,Ramadan,0,0.02,0.15,0,15,25,111
2026-02-23,Mudda Pappu,Veg_Mains,0,1,6,1,8.33,22.7,0,1,0.28,Ramadan,0,0.15,0.15,1,15,25,13
2026-02-24,Mudda Pappu,Veg_Mains,1,0,5,0,3.71,26.98,0,1,0.05,Ramadan,1,0.25,0.15,0,15,25,0
2026-02-25,Mudda Pappu,Veg_Mains,2,0,4,0,3.25,24.15,0,0,0.07,Ramadan,0,0.05,0.15,0,15,25,138
2026-02-26,Mudda Pappu,Veg_Mains,3,0,3,0,1.58,33.11,0,0,0.04,Ramadan,1,0.2,0.15,0,15,25,0
2026-02-27,Mudda Pappu,Veg_Mains,4,0,2,0,7.19,29.31,0,0,0.12,Ramadan,0,0.05,0.15,0,15,25,119
2026-02-28,Mudda Pappu,Veg_Mains,5,0,1,0,0.95,21.01,0,1,0.02,Ramadan,1,0.3,0.15,0,15,25,0
2026-03-01,Mudda Pappu,Veg_Mains,6,0,1,0,2.48,24.96,0,0,0.03,Ramadan,0,0.02,0.15,0,15,25,146
2026-03-02,Mudda Pappu,Veg_Mains,0,0,0,0,9.23,26.75,0,0,0.12,Ramadan,0,0.15,0.15,0,15,25,145
2026-03-03,Mudda Pappu,Veg_Mains,1,0,29,0,2.74,28.02,0,0,0.09,Ramadan,1,0.25,0.15,0,15,25,0
2026-03-04,Mudda Pappu,Veg_Mains,2,0,28,0,0.2,25.68,0,0,0.02,Ramadan,0,0.05,0.15,0,15,25,151
2026-03-05,Mudda Pappu,Veg_Mains,3,0,27,0,1.55,23.88,0,1,0.07,Ramadan,1,0.2,0.15,0,15,25,0
2026-03-06,Mudda Pappu,Veg_Mains,4,0,26,0,0.06,24.96,0,0,0.06,Ramadan,0,0.05,0.15,0,15,25,132
2026-03-07,Mudda Pappu,Veg_Mains,5,0,25,0,2.02,32.57,0,0,0.05,Ramadan,1,0.3,0.15,0,15,25,0
2026-03-08,Mudda Pappu,Veg_Mains,6,0,24,0,0.83,22.02,0,0,0.12,Ramadan,0,0.02,0.15,0,15,25,139
2026-03-09,Mudda Pappu,Veg_Mains,0,0,23,0,1.05,26.97,0,0,0.04,Ramadan,0,0.15,0.15,0,15,25,172
2026-03-10,Mudda Pappu,Veg_Mains,1,0,22,0,1.03,21.82,0,0,0.02,Ramadan,1,0.25,0.15,0,15,25,0
2026-03-11,Mudda Pappu,Veg_Mains,2,0,21,0,5.62,27.81,0,1,0.07,Ramadan,0,0.05,0.15,0,15,25,152
2026-03-12,Mudda Pappu,Veg_Mains,3,0,20,0,8.91,23.91,0,0,0.13,Ramadan,1,0.2,0.15,0,15,25,0
2026-03-13,Mudda Pappu,Veg_Mains,4,0,19,0,0.54,22.59,0,0,0.05,Ramadan,0,0.05,0.15,0,15,25,132
2026-03-14,Mudda Pappu,Veg_Mains,5,0,18,0,4.9,30.8,0,0,0.05,Ramadan,1,0.3,0.15,0,15,25,0
2026-03-15,Mudda Pappu,Veg_Mains,6,0,17,0,4.22,22.53,0,1,0.11,Ramadan,0,0.02,0.15,0,15,25,165
2026-03-16,Mudda Pappu,Veg_Mains,0,0,16,0,3.0,32.93,0,0,0.13,Ramadan,0,0.15,0.15,0,15,25,148
2026-03-17,Mudda Pappu,Veg_Mains,1,0,15,0,0.24,27.13,0,0,0.13,Ramadan,1,0.25,0.15,0,15,25,0
2026-03-18,Mudda Pappu,Veg_Mains,2,0,14,0,1.01,29.83,0,0,0.09,Ramadan,0,0.05,0.15,0,15,25,145
2026-03-19,Mudda Pappu,Veg_Mains,3,0,13,0,6.27,20.77,0,0,0.02,Ramadan,1,0.2,0.15,0,15,25,0
2026-03-20,Mudda Pappu,Veg_Mains,4,0,12,0,7.31,23.9,0,0,0.14,None,0,0.05,0.0,0,15,25,144
2026-03-21,Mudda Pappu,Veg_Mains,5,0,11,0,3.48,12.88,0,0,0.09,None,1,0.3,0.0,0,15,25,0
2026-03-22,Mudda Pappu,Veg_Mains,6,0,10,0,0.51,25.65,0,0,0.12,None,0,0.02,0.0,0,15,25,151
2026-03-23,Mudda Pappu,Veg_Mains,0,0,9,0,7.75,18.14,0,0,0.1,None,0,0.15,0.0,0,15,25,166
2026-03-24,Mudda Pappu,Veg_Mains,1,0,8,0,5.19,29.67,0,0,0.11,None,1,0.25,0.0,0,15,25,0
2026-03-25,Mudda Pappu,Veg_Mains,2,0,7,0,0.0,21.72,0,0,0.05,None,0,0.05,0.0,0,15,25,146
2026-03-26,Mudda Pappu,Veg_Mains,3,0,6,0,1.79,20.97,0,0,0.13,None,1,0.2,0.0,0,15,25,0
2026-03-27,Mudda Pappu,Veg_Mains,4,0,5,0,3.45,28.35,0,0,0.12,None,0,0.05,0.0,0,15,25,139
2026-03-28,Mudda Pappu,Veg_Mains,5,0,4,0,1.88,27.82,0,0,0.14,None,1,0.3,0.0,0,15,25,0
2026-03-29,Mudda Pappu,Veg_Mains,6,0,3,0,6.89,25.09,0,0,0.07,None,0,0.02,0.0,0,15,25,150
2026-03-30,Mudda Pappu,Veg_Mains,0,0,2,0,9.37,25.35,0,0,0.09,None,0,0.15,0.0,0,15,25,179
2026-03-31,Mudda Pappu,Veg_Mains,1,0,1,0,1.02,25.64,0,0,0.03,None,1,0.25,0.0,0,15,25,0
2026-04-01,Mudda Pappu,Veg_Mains,2,0,0,0,0.56,37.27,0,0,0.1,None,0,0.05,0.0,0,15,25,157
2026-04-02,Mudda Pappu,Veg_Mains,3,0,29,0,0.39,39.19,0,0,0.02,None,1,0.2,0.0,0,15,25,0
2026-04-03,Mudda Pappu,Veg_Mains,4,0,28,0,0.22,41.22,0,0,0.14,None,0,0.05,0.0,0,15,25,144
2026-04-04,Mudda Pappu,Veg_Mains,5,0,27,0,0.51,40.94,0,0,0.13,None,1,0.3,0.0,0,15,25,0
2026-04-05,Mudda Pappu,Veg_Mains,6,0,26,0,0.49,36.95,0,0,0.03,None,0,0.02,0.0,0,15,25,172
2026-04-06,Mudda Pappu,Veg_Mains,0,0,25,0,0.04,36.56,0,1,0.04,None,0,0.15,0.0,0,15,25,220
2026-04-07,Mudda Pappu,Veg_Mains,1,0,24,0,0.14,38.82,0,0,0.06,None,1,0.25,0.0,0,15,25,0
2026-04-08,Mudda Pappu,Veg_Mains,2,0,23,0,1.35,40.74,0,0,0.15,None,0,0.05,0.0,0,15,25,155
2026-04-09,Mudda Pappu,Veg_Mains,3,0,22,0,0.3,36.85,0,0,0.13,None,1,0.2,0.0,0,15,25,0
2026-04-10,Mudda Pappu,Veg_Mains,4,0,21,0,0.98,38.3,0,0,0.14,None,0,0.05,0.0,0,15,25,135
2026-04-11,Mudda Pappu,Veg_Mains,5,0,20,0,0.21,43.01,0,0,0.09,None,1,0.3,0.0,0,15,25,0
2026-04-12,Mudda Pappu,Veg_Mains,6,0,19,0,0.1,41.29,0,0,0.1,None,0,0.02,0.0,0,15,25,162
2026-04-13,Mudda Pappu,Veg_Mains,0,0,18,0,0.19,41.93,0,0,0.11,None,0,0.15,0.0,0,15,25,167
2026-04-14,Mudda Pappu,Veg_Mains,1,0,17,0,0.01,40.2,0,0,0.06,None,1,0.25,0.0,0,15,25,0
2026-04-15,Mudda Pappu,Veg_Mains,2,0,16,0,0.29,39.19,0,1,0.08,None,0,0.05,0.0,0,15,25,208
2026-04-16,Mudda Pappu,Veg_Mains,3,0,15,0,1.93,38.32,0,0,0.11,None,1,0.2,0.0,0,15,25,0
2026-04-17,Mudda Pappu,Veg_Mains,4,0,14,0,0.07,38.32,0,0,0.08,None,0,0.05,0.0,0,15,25,137
2026-04-18,Mudda Pappu,Veg_Mains,5,0,13,0,0.43,38.39,0,0,0.04,None,1,0.3,0.0,0,15,25,0
2026-04-19,Mudda Pappu,Veg_Mains,6,0,12,0,0.19,41.62,0,0,0.02,None,0,0.02,0.0,0,15,25,173
2026-04-20,Mudda Pappu,Veg_Mains,0,0,11,0,4.52,41.99,0,0,0.08,None,0,0.15,0.0,0,15,25,167
2026-04-21,Mudda Pappu,Veg_Mains,1,0,10,0,7.38,40.27,0,1,0.05,None,1,0.25,0.0,0,15,25,0
2026-04-22,Mudda Pappu,Veg_Mains,2,0,9,0,0.36,44.4,0,1,0.07,None,0,0.05,0.0,0,15,25,207
2026-04-23,Mudda Pappu,Veg_Mains,3,0,8,0,0.59,39.19,0,0,0.09,None,1,0.2,0.0,0,15,25,0
2026-04-24,Mudda Pappu,Veg_Mains,4,0,7,0,4.41,41.23,0,0,0.04,None,0,0.05,0.0,0,15,25,156
2026-04-25,Mudda Pappu,Veg_Mains,5,0,6,0,0.03,41.62,0,1,0.11,None,1,0.3,0.0,0,15,25,0
2026-04-26,Mudda Pappu,Veg_Mains,6,0,5,0,1.44,39.94,0,0,0.08,None,0,0.02,0.0,0,15,25,157
2026-04-27,Mudda Pappu,Veg_Mains,0,0,4,0,0.05,39.42,0,0,0.13,None,0,0.15,0.0,0,15,25,159
2026-04-28,Mudda Pappu,Veg_Mains,1,0,3,0,0.27,44.44,0,1,0.03,None,1,0.25,0.0,0,15,25,0
2026-04-29,Mudda Pappu,Veg_Mains,2,0,2,0,0.22,39.93,0,1,0.09,None,0,0.05,0.0,0,15,25,192
2026-04-30,Mudda Pappu,Veg_Mains,3,0,1,0,0.02,38.64,0,0,0.11,None,1,0.2,0.0,0,15,25,0
2026-05-01,Mudda Pappu,Veg_Mains,4,0,1,0,0.01,40.24,0,0,0.06,None,0,0.05,0.0,0,15,25,150
2026-05-02,Mudda Pappu,Veg_Mains,5,0,0,0,0.02,41.71,0,0,0.13,None,1,0.3,0.0,0,15,25,0
2026-05-03,Mudda Pappu,Veg_Mains,6,0,29,0,0.06,39.32,0,0,0.14,None,0,0.02,0.0,0,15,25,151
2026-05-04,Mudda Pappu,Veg_Mains,0,0,28,0,0.38,39.28,0,1,0.1,None,0,0.15,0.0,0,15,25,206
2026-05-05,Mudda Pappu,Veg_Mains,1,0,27,0,0.18,39.36,0,0,0.11,None,1,0.25,0.0,0,15,25,0
2026-05-06,Mudda Pappu,Veg_Mains,2,0,26,0,0.15,41.18,0,0,0.07,None,0,0.05,0.0,0,15,25,158
2026-05-07,Mudda Pappu,Veg_Mains,3,0,25,0,0.99,43.05,0,0,0.09,None,1,0.2,0.0,0,15,25,0
2026-05-08,Mudda Pappu,Veg_Mains,4,0,24,0,0.04,40.65,0,1,0.14,None,0,0.05,0.0,0,15,25,161
2026-05-09,Mudda Pappu,Veg_Mains,5,0,23,0,5.49,42.34,0,0,0.14,None,1,0.3,0.0,0,15,25,0
2026-05-10,Mudda Pappu,Veg_Mains,6,0,22,0,2.0,39.34,0,1,0.04,None,0,0.02,0.0,0,15,25,202
2026-05-11,Mudda Pappu,Veg_Mains,0,0,21,0,0.06,42.23,0,0,0.1,None,0,0.15,0.0,0,15,25,178
2026-05-12,Mudda Pappu,Veg_Mains,1,0,20,0,0.22,39.26,0,0,0.04,None,1,0.25,0.0,0,15,25,0
2026-05-13,Mudda Pappu,Veg_Mains,2,0,19,0,3.25,41.48,0,0,0.03,None,0,0.05,0.0,0,15,25,174
2026-05-14,Mudda Pappu,Veg_Mains,3,0,18,0,0.34,42.72,0,0,0.08,None,1,0.2,0.0,0,15,25,0
2026-05-15,Mudda Pappu,Veg_Mains,4,0,17,0,0.7,40.82,0,0,0.12,None,0,0.05,0.0,0,15,25,139
2026-05-16,Mudda Pappu,Veg_Mains,5,1,16,0,0.15,41.96,0,0,0.03,None,1,0.3,0.0,1,15,25,0
2026-05-17,Mudda Pappu,Veg_Mains,6,0,15,0,1.23,39.99,0,0,0.05,None,0,0.02,0.0,0,15,25,169
2026-05-18,Mudda Pappu,Veg_Mains,0,0,14,0,1.25,42.27,0,0,0.15,None,0,0.15,0.0,0,15,25,173
2026-05-19,Mudda Pappu,Veg_Mains,1,0,13,0,0.2,38.31,0,0,0.02,None,1,0.25,0.0,0,15,25,0
2026-05-20,Mudda Pappu,Veg_Mains,2,0,12,0,0.12,39.28,0,1,0.08,None,0,0.05,0.0,0,15,25,202
2026-05-21,Mudda Pappu,Veg_Mains,3,0,11,0,0.0,40.65,0,0,0.09,None,1,0.2,0.0,0,15,25,0
2026-05-22,Mudda Pappu,Veg_Mains,4,0,10,0,1.66,41.43,0,0,0.13,None,0,0.05,0.0,0,15,25,131
2026-05-23,Mudda Pappu,Veg_Mains,5,0,9,0,1.79,38.53,0,1,0.13,None,1,0.3,0.0,0,15,25,0
2026-05-24,Mudda Pappu,Veg_Mains,6,0,8,0,0.03,39.95,0,0,0.09,None,0,0.02,0.0,0,15,25,146
2026-05-25,Mudda Pappu,Veg_Mains,0,0,7,0,1.52,42.82,0,0,0.08,None,0,0.15,0.0,0,15,25,163
2026-05-26,Mudda Pappu,Veg_Mains,1,0,6,0,2.84,40.69,0,0,0.02,None,1,0.25,0.0,0,15,25,0
2026-05-27,Mudda Pappu,Veg_Mains,2,0,5,0,0.08,40.7,0,0,0.04,None,0,0.05,0.0,0,15,25,164
2026-05-28,Mudda Pappu,Veg_Mains,3,0,4,0,0.84,40.93,0,0,0.04,None,1,0.2,0.0,0,15,25,0
2026-05-29,Mudda Pappu,Veg_Mains,4,0,3,0,1.04,40.07,0,0,0.12,None,0,0.05,0.0,0,15,25,132
2026-05-30,Mudda Pappu,Veg_Mains,5,0,2,0,0.45,40.31,0,0,0.12,None,1,0.3,0.0,0,15,25,0
2026-05-31,Mudda Pappu,Veg_Mains,6,0,1,0,0.14,37.03,0,0,0.12,None,0,0.02,0.0,0,15,25,148
2026-06-01,Mudda Pappu,Veg_Mains,0,0,0,0,79.14,33.46,1,0,0.14,None,0,0.15,0.0,0,15,25,182
